persona_id,age,gender,city,state,education,occupation,income_inr,language,marital_status,children,lifestyle,shopping_frequency,online_shopping_pct,offline_shopping_pct,payment_method,vehicle,technology_adoption,health_consciousness,food_preference,political_interest,social_media_usage,brand_loyalty,price_sensitivity,risk_taking,impulse_buying,discount_preference,premium_preference,preferred_brand,communication_style,response_length,openness,conscientiousness,extraversion,agreeableness,neuroticism,confidence,optimism,patience,curiosity,practicality,emotional_score
P06918,45,Female,Kochi,Kerala,M.Tech,Business Owner,3238000,English,Single,0,Luxury,Occasionally,17,83,Net Banking,Car,Mainstream,47,Non-Vegetarian,High,88,52,30,75,29,8,91,Puma,Professional,Medium,14,22,32,19,41,90,77,12,25,13,1
P06919,52,Female,Hyderabad,Telangana,MBBS,Sales Executive,4577000,"Hindi, English",Married,3,Luxury,Occasionally,93,7,Credit Card,Both,Early Adopter,43,Vegan,High,33,90,63,27,98,67,90,Tata,Professional,Short,26,32,81,27,95,83,19,55,14,30,15
P06920,28,Female,Bhopal,Madhya Pradesh,MBBS,Designer,3452000,"Hindi, English, Tamil",Single,0,Luxury,Monthly,35,65,Credit Card,None,Late Adopter,39,Vegetarian,Medium,77,92,64,17,32,59,88,Puma,Friendly,Long,81,75,93,59,60,87,45,6,15,56,15
P06921,57,Male,Hyderabad,Telangana,PhD,Designer,917000,"Hindi, English, Tamil",Single,0,Luxury,Monthly,18,82,Credit Card,Bike,Early Adopter,41,Vegetarian,Low,47,7,64,71,1,40,16,Puma,Professional,Long,70,28,34,73,9,66,71,62,44,70,87
P06922,30,Male,Indore,Madhya Pradesh,B.Tech,Marketing Manager,3181000,"Hindi, English, Telugu",Married,3,Balanced,Weekly,80,20,Net Banking,Bike,Early Adopter,26,Vegetarian,High,17,61,96,16,30,52,42,Nike,Direct,Medium,4,55,74,50,57,48,44,95,20,72,12
P06923,34,Female,Kochi,Kerala,M.Tech,Sales Executive,3320000,"Hindi, English, Tamil",Married,0,Minimalist,Weekly,94,6,UPI,Both,Mainstream,64,Non-Vegetarian,Medium,30,74,1,4,5,50,43,Samsung,Friendly,Medium,89,64,89,22,95,31,68,40,23,39,90
P06924,58,Male,Indore,Madhya Pradesh,B.Com,Government Employee,2223000,English,Single,0,Balanced,Weekly,88,12,UPI,Bike,Late Adopter,57,Eggetarian,Low,75,63,44,59,83,20,3,Tata,Concise,Medium,29,16,46,8,86,9,90,6,70,91,35
P06925,62,Male,Indore,Madhya Pradesh,PhD,Accountant,4980000,"Hindi, English, Tamil",Married,1,Balanced,Occasionally,83,17,Debit Card,Both,Early Adopter,16,Vegan,Medium,72,43,79,18,53,36,43,Puma,Concise,Medium,85,33,73,86,61,73,100,54,56,64,6
P06926,36,Male,Mumbai,Maharashtra,Diploma,Freelancer,4998000,"Hindi, English",Married,1,Luxury,Monthly,72,28,Credit Card,None,Early Adopter,67,Non-Vegetarian,High,16,48,14,86,83,2,10,Samsung,Professional,Long,62,53,31,5,40,49,47,82,63,20,3
P06927,51,Female,Chandigarh,Chandigarh,MBA,Nurse,307000,"Hindi, English, Marathi",Single,0,Balanced,Monthly,78,22,Debit Card,None,Early Adopter,48,Eggetarian,Low,63,98,74,67,11,73,16,Tata,Friendly,Short,95,21,77,82,70,14,33,99,81,61,94
P06928,19,Female,Mumbai,Maharashtra,B.Tech,Lawyer,1945000,"Hindi, English",Single,0,Minimalist,Weekly,56,44,Net Banking,Bike,Mainstream,81,Non-Vegetarian,High,21,20,33,16,69,36,93,Nike,Friendly,Medium,40,37,53,98,84,62,41,58,82,27,43
P06929,25,Female,Kolkata,West Bengal,PhD,Business Owner,4932000,"Hindi, English",Single,0,Balanced,Monthly,67,33,Debit Card,Bike,Early Adopter,65,Eggetarian,Low,96,51,98,20,32,1,12,Samsung,Direct,Medium,56,4,75,85,76,19,55,97,100,21,91
P06930,21,Female,Pune,Maharashtra,M.Tech,Government Employee,4761000,English,Single,0,Balanced,Monthly,85,15,Cash,None,Late Adopter,9,Vegetarian,High,40,25,86,26,93,18,19,Titan,Concise,Long,10,62,63,52,58,91,63,82,48,52,74
P06931,61,Male,Mumbai,Maharashtra,B.Com,Accountant,1351000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,18,82,Credit Card,Both,Late Adopter,3,Non-Vegetarian,Medium,21,74,20,10,13,76,87,Boat,Concise,Short,58,46,81,38,56,55,89,73,78,9,3
P06932,47,Female,Indore,Madhya Pradesh,B.Com,Freelancer,1321000,"Hindi, English, Telugu",Married,0,Balanced,Monthly,90,10,Net Banking,Both,Late Adopter,90,Non-Vegetarian,Low,61,6,58,50,76,18,8,Nike,Professional,Short,25,21,82,21,29,39,82,98,58,7,49
P06933,44,Male,Kolkata,West Bengal,MBA,Nurse,3177000,English,Married,2,Balanced,Monthly,17,83,Debit Card,Bike,Late Adopter,19,Eggetarian,High,42,62,83,91,62,88,69,Boat,Professional,Short,50,64,5,85,12,89,40,24,3,13,5
P06934,62,Male,Delhi,Delhi,PhD,Farmer,2462000,Hindi,Married,1,Balanced,Monthly,24,76,Cash,Car,Mainstream,96,Eggetarian,High,70,59,60,1,38,31,28,Boat,Concise,Medium,87,64,92,52,24,41,33,8,77,31,74
P06935,62,Male,Chennai,Tamil Nadu,B.Com,Teacher,2002000,"Hindi, English",Single,0,Minimalist,Weekly,21,79,Debit Card,Car,Mainstream,6,Eggetarian,Low,95,50,19,52,60,63,47,Apple,Professional,Medium,52,70,38,44,94,12,38,44,38,38,9
P06936,23,Female,Indore,Madhya Pradesh,M.Tech,Freelancer,852000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,41,59,Debit Card,None,Mainstream,53,Vegetarian,High,53,85,35,70,12,92,71,Titan,Professional,Long,5,18,34,99,90,100,69,72,75,45,1
P06937,62,Male,Bengaluru,Karnataka,High School,Government Employee,2489000,"Hindi, English",Single,0,Balanced,Monthly,94,6,Cash,Bike,Early Adopter,91,Vegan,Low,53,29,68,45,98,37,59,Levi's,Concise,Long,51,98,28,84,99,12,72,29,3,1,50
P06938,48,Female,Mumbai,Maharashtra,Diploma,Business Owner,1987000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,80,20,Debit Card,Car,Late Adopter,8,Eggetarian,Medium,87,32,41,79,69,49,20,Boat,Concise,Short,27,11,80,6,62,56,72,33,89,49,19
P06939,63,Male,Mumbai,Maharashtra,PhD,Designer,2800000,"Hindi, English, Telugu",Single,0,Minimalist,Weekly,46,54,UPI,Car,Mainstream,84,Vegetarian,Low,72,10,50,46,20,42,92,Boat,Friendly,Medium,74,17,44,56,46,88,5,8,71,21,5
P06940,25,Female,Patna,Bihar,M.Tech,Doctor,3971000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,77,23,Net Banking,Car,Late Adopter,80,Vegetarian,Low,71,66,55,68,27,42,9,Titan,Direct,Short,81,10,92,82,18,65,86,61,14,83,73
P06941,37,Female,Kochi,Kerala,B.Sc,Software Engineer,3354000,"Hindi, English, Marathi",Single,0,Minimalist,Monthly,53,47,Cash,None,Early Adopter,85,Non-Vegetarian,High,14,86,17,97,100,48,85,Apple,Friendly,Short,62,34,99,91,57,84,80,36,26,76,11
P06942,52,Female,Chennai,Tamil Nadu,M.Tech,Marketing Manager,3953000,English,Married,1,Luxury,Occasionally,61,39,Debit Card,Car,Early Adopter,79,Eggetarian,Medium,45,38,53,62,34,47,50,Nike,Direct,Medium,88,53,42,92,25,87,79,87,93,56,80
P06943,53,Male,Delhi,Delhi,Diploma,Software Engineer,409000,"Hindi, English",Single,0,Luxury,Monthly,38,62,Net Banking,Car,Early Adopter,3,Vegan,High,26,46,65,41,47,53,69,Tata,Professional,Long,95,23,31,10,80,64,65,11,5,51,29
P06944,63,Female,Mumbai,Maharashtra,Diploma,Accountant,4906000,Hindi,Single,0,Minimalist,Occasionally,19,81,Debit Card,Bike,Early Adopter,24,Eggetarian,Medium,35,15,54,42,77,41,7,Boat,Friendly,Short,5,45,40,26,17,24,58,59,26,50,91
P06945,55,Male,Bengaluru,Karnataka,B.Tech,Student,2911000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,67,33,UPI,Bike,Mainstream,13,Non-Vegetarian,Low,18,54,19,78,89,26,14,Adidas,Direct,Short,51,29,40,95,33,40,86,6,21,7,75
P06946,31,Male,Bhopal,Madhya Pradesh,B.Com,Sales Executive,4400000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,40,60,Credit Card,Bike,Early Adopter,55,Vegan,High,39,81,80,57,30,3,98,Sony,Direct,Long,10,5,76,62,24,61,66,45,63,89,61
P06947,34,Female,Bhopal,Madhya Pradesh,B.Sc,Student,2098000,Hindi,Married,1,Minimalist,Weekly,15,85,Debit Card,Both,Mainstream,53,Vegetarian,Low,68,65,42,57,17,28,100,Puma,Friendly,Medium,30,85,12,51,88,18,95,91,69,16,8
P06948,32,Male,Bengaluru,Karnataka,M.Tech,Government Employee,1390000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,55,45,Debit Card,Car,Late Adopter,88,Eggetarian,Low,15,75,55,20,31,54,77,Puma,Concise,Medium,73,44,25,17,32,30,91,49,64,40,31
P06949,42,Male,Kolkata,West Bengal,B.Sc,Software Engineer,4391000,"Hindi, English",Single,0,Luxury,Weekly,73,27,Credit Card,None,Late Adopter,56,Vegan,Low,94,42,3,61,66,62,16,Nike,Concise,Medium,76,32,88,52,94,16,78,90,69,52,85
P06950,22,Female,Bengaluru,Karnataka,B.Sc,Farmer,1109000,"Hindi, English, Tamil",Single,0,Balanced,Weekly,55,45,Credit Card,Bike,Mainstream,30,Vegan,Low,22,66,36,34,21,100,52,Puma,Professional,Long,75,29,12,24,95,9,67,22,60,84,65
P06951,61,Female,Bhopal,Madhya Pradesh,B.Com,Farmer,4977000,"Hindi, English, Telugu",Married,1,Minimalist,Occasionally,82,18,Debit Card,Car,Late Adopter,88,Eggetarian,Medium,52,76,12,43,67,10,68,Apple,Concise,Long,19,33,4,49,36,51,59,53,24,32,33
P06952,62,Male,Bengaluru,Karnataka,B.Tech,Software Engineer,2542000,"Hindi, English, Telugu",Single,0,Minimalist,Occasionally,50,50,Debit Card,Car,Late Adopter,44,Non-Vegetarian,Low,2,21,22,99,57,60,62,Boat,Direct,Long,80,94,80,53,11,3,88,96,61,74,9
P06953,52,Male,Hyderabad,Telangana,B.Tech,Software Engineer,4332000,"Hindi, English, Tamil",Married,2,Minimalist,Weekly,38,62,Debit Card,None,Late Adopter,80,Vegan,High,97,56,97,59,73,72,66,Boat,Friendly,Medium,48,46,89,3,80,73,53,14,68,79,9
P06954,52,Male,Lucknow,Uttar Pradesh,PhD,Farmer,320000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,17,83,Net Banking,Car,Late Adopter,75,Vegetarian,Low,45,79,71,71,41,24,82,Tata,Direct,Medium,96,44,93,2,58,33,88,96,58,84,45
P06955,61,Male,Chandigarh,Chandigarh,B.Com,Business Owner,1786000,Hindi,Single,0,Minimalist,Weekly,44,56,Debit Card,Car,Mainstream,92,Vegan,Medium,2,9,92,50,87,35,8,Boat,Professional,Medium,88,51,21,45,30,53,34,82,19,30,7
P06956,24,Male,Pune,Maharashtra,B.Sc,Farmer,3131000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,38,62,Debit Card,Car,Early Adopter,50,Non-Vegetarian,Medium,87,51,78,82,81,58,67,Sony,Professional,Short,15,55,90,53,20,33,95,50,79,38,47
P06957,39,Male,Jaipur,Rajasthan,High School,Nurse,677000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,70,30,Cash,Bike,Mainstream,79,Vegan,High,81,1,32,97,8,98,58,Levi's,Direct,Long,30,1,80,68,98,61,67,77,30,48,83
P06958,53,Male,Indore,Madhya Pradesh,B.Tech,Farmer,2259000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,74,26,Debit Card,Car,Mainstream,62,Eggetarian,Low,6,51,63,93,48,53,14,Puma,Direct,Short,84,43,100,3,14,93,53,92,57,38,62
P06959,39,Male,Delhi,Delhi,MCA,Lawyer,2812000,"Hindi, English, Marathi",Single,0,Luxury,Monthly,17,83,UPI,Car,Late Adopter,91,Vegan,Low,45,53,23,21,90,33,18,Samsung,Professional,Medium,51,58,9,95,1,46,12,44,94,31,68
P06960,42,Female,Patna,Bihar,Diploma,Lawyer,4045000,"Hindi, English",Married,1,Luxury,Monthly,36,64,Debit Card,None,Early Adopter,5,Eggetarian,High,82,52,38,97,94,81,48,Samsung,Concise,Long,35,30,56,95,30,57,61,69,35,14,30
P06961,47,Female,Hyderabad,Telangana,PhD,Student,3922000,"Hindi, English, Marathi",Single,0,Luxury,Weekly,83,17,UPI,None,Early Adopter,70,Vegetarian,Medium,21,62,92,42,92,64,83,Boat,Professional,Medium,76,60,11,69,9,2,30,74,31,44,32
P06962,20,Male,Patna,Bihar,B.Com,Accountant,2511000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,78,22,Net Banking,None,Early Adopter,58,Vegan,Low,4,40,22,6,50,10,78,Tata,Professional,Medium,14,80,58,9,1,72,93,69,40,38,25
P06963,47,Female,Indore,Madhya Pradesh,B.Sc,Designer,1065000,"Hindi, English",Single,0,Balanced,Monthly,75,25,Cash,Car,Early Adopter,22,Non-Vegetarian,Medium,71,10,95,37,31,55,77,Titan,Friendly,Medium,57,93,50,42,26,50,95,99,29,14,10
P06964,18,Female,Indore,Madhya Pradesh,Diploma,Doctor,304000,Hindi,Single,0,Balanced,Weekly,89,11,Cash,Car,Late Adopter,3,Non-Vegetarian,Medium,77,20,16,96,54,87,9,Adidas,Concise,Long,22,26,55,94,35,47,28,21,88,38,20
P06965,44,Male,Ahmedabad,Gujarat,MBA,Software Engineer,2553000,English,Married,3,Minimalist,Weekly,60,40,Debit Card,Car,Early Adopter,3,Eggetarian,High,57,51,35,66,76,45,47,Sony,Concise,Medium,22,52,33,62,2,95,24,43,55,8,70
P06966,50,Male,Lucknow,Uttar Pradesh,Diploma,Business Owner,1025000,"Hindi, English, Telugu",Married,3,Balanced,Monthly,93,7,Cash,Both,Mainstream,17,Eggetarian,Low,32,47,46,77,30,50,73,Adidas,Professional,Long,82,78,98,95,71,91,7,19,80,51,55
P06967,27,Male,Lucknow,Uttar Pradesh,MBBS,Software Engineer,2719000,English,Single,0,Balanced,Monthly,83,17,Cash,None,Early Adopter,59,Non-Vegetarian,Low,19,68,71,37,44,26,96,Apple,Professional,Long,24,12,69,98,69,65,70,23,10,83,26
P06968,58,Male,Hyderabad,Telangana,MBBS,Student,2170000,"Hindi, English, Tamil",Married,2,Minimalist,Monthly,32,68,Credit Card,Car,Late Adopter,74,Eggetarian,Low,48,71,49,86,23,13,78,Levi's,Concise,Long,96,42,68,65,2,34,90,39,66,29,87
P06969,30,Male,Kochi,Kerala,B.Com,Software Engineer,1633000,"Hindi, English, Marathi",Married,3,Balanced,Occasionally,48,52,UPI,Bike,Early Adopter,34,Vegan,Medium,27,65,87,62,94,2,66,Nike,Direct,Short,87,62,20,70,99,16,69,22,63,10,46
P06970,51,Female,Chennai,Tamil Nadu,High School,Software Engineer,4770000,"Hindi, English",Married,0,Minimalist,Occasionally,88,12,UPI,None,Late Adopter,50,Vegan,High,4,68,61,77,89,100,18,Sony,Concise,Medium,76,84,93,26,22,37,79,60,12,10,54
P06971,27,Female,Kolkata,West Bengal,B.Sc,Business Owner,604000,Hindi,Single,0,Balanced,Monthly,93,7,Cash,None,Early Adopter,63,Vegan,Medium,11,66,41,83,45,48,22,Samsung,Friendly,Short,51,52,98,83,76,66,86,54,96,17,34
P06972,59,Female,Bengaluru,Karnataka,MBBS,Student,1535000,Hindi,Married,2,Luxury,Weekly,59,41,Credit Card,None,Mainstream,74,Non-Vegetarian,Medium,40,20,33,97,25,53,78,Nike,Direct,Medium,45,51,32,75,62,35,67,51,83,29,97
P06973,29,Male,Kolkata,West Bengal,MBA,Designer,1185000,English,Single,0,Luxury,Weekly,76,24,UPI,Bike,Late Adopter,55,Eggetarian,Medium,83,90,70,96,41,16,62,Apple,Friendly,Long,36,56,34,7,55,15,22,71,35,21,40
P06974,54,Female,Indore,Madhya Pradesh,MBBS,Government Employee,4617000,"Hindi, English, Telugu",Married,0,Luxury,Monthly,92,8,UPI,Car,Late Adopter,8,Eggetarian,Low,83,8,19,70,15,27,91,Nike,Friendly,Medium,51,18,49,11,42,33,59,44,76,27,15
P06975,36,Female,Lucknow,Uttar Pradesh,PhD,Lawyer,3557000,"Hindi, English, Tamil",Married,0,Minimalist,Monthly,95,5,Credit Card,None,Early Adopter,71,Vegan,High,16,69,46,91,39,87,86,Adidas,Direct,Medium,32,28,92,84,8,23,96,18,61,13,27
P06976,24,Female,Delhi,Delhi,Diploma,Content Creator,3907000,"Hindi, English, Marathi",Single,0,Minimalist,Monthly,13,87,Debit Card,None,Early Adopter,22,Vegan,Medium,91,10,87,3,93,34,11,Tata,Concise,Medium,99,4,100,94,86,67,31,55,58,52,20
P06977,65,Female,Pune,Maharashtra,MCA,Student,4365000,Hindi,Single,0,Luxury,Monthly,18,82,UPI,Car,Early Adopter,7,Eggetarian,High,36,71,10,33,14,53,38,Levi's,Direct,Long,23,33,68,32,21,17,32,94,9,25,73
P06978,63,Male,Mumbai,Maharashtra,B.Sc,Nurse,3369000,Hindi,Single,0,Luxury,Monthly,43,57,UPI,Both,Early Adopter,34,Vegan,Low,51,43,67,19,86,68,55,Levi's,Professional,Long,65,71,65,86,25,52,80,46,38,87,98
P06979,27,Male,Indore,Madhya Pradesh,Diploma,Software Engineer,2401000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,26,74,Credit Card,Car,Late Adopter,64,Vegan,Low,76,70,9,26,82,75,13,Apple,Direct,Short,61,36,5,69,17,48,23,67,56,23,78
P06980,60,Male,Ahmedabad,Gujarat,MCA,Freelancer,4445000,"Hindi, English, Tamil",Married,3,Minimalist,Occasionally,67,33,Credit Card,Car,Early Adopter,85,Non-Vegetarian,Low,25,74,26,33,34,18,95,Sony,Friendly,Short,95,47,67,58,2,72,46,68,35,83,71
P06981,37,Female,Patna,Bihar,Diploma,Content Creator,3987000,Hindi,Married,3,Minimalist,Monthly,73,27,Credit Card,Both,Early Adopter,56,Non-Vegetarian,High,90,53,46,100,26,36,8,Apple,Direct,Long,59,10,99,51,30,47,85,50,2,73,61
P06982,62,Male,Chennai,Tamil Nadu,MCA,Farmer,651000,English,Married,1,Minimalist,Monthly,28,72,Credit Card,Car,Late Adopter,23,Vegan,Low,39,32,42,53,81,27,85,Boat,Professional,Long,47,78,88,23,75,16,91,75,19,94,22
P06983,55,Female,Chandigarh,Chandigarh,B.Sc,Doctor,2438000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,14,86,Credit Card,Both,Late Adopter,15,Vegetarian,Low,68,10,7,42,10,99,94,Adidas,Direct,Short,33,5,6,27,59,24,56,75,1,13,30
P06984,41,Male,Jaipur,Rajasthan,M.Tech,Doctor,2976000,English,Married,1,Luxury,Monthly,79,21,Cash,None,Late Adopter,2,Eggetarian,Medium,50,11,79,12,18,2,45,Nike,Friendly,Medium,96,40,74,71,1,41,15,83,15,44,29
P06985,42,Female,Lucknow,Uttar Pradesh,B.Sc,Lawyer,4960000,English,Married,0,Luxury,Occasionally,52,48,Debit Card,Bike,Late Adopter,37,Vegetarian,High,30,76,35,49,48,18,55,Samsung,Professional,Short,55,92,57,67,25,40,40,30,8,41,31
P06986,49,Female,Mumbai,Maharashtra,B.Sc,Teacher,3764000,English,Married,3,Balanced,Weekly,26,74,UPI,None,Late Adopter,56,Vegetarian,Low,23,99,10,24,44,32,58,Samsung,Direct,Medium,19,29,13,26,11,14,89,95,27,50,24
P06987,25,Male,Mumbai,Maharashtra,MBA,Accountant,3626000,"Hindi, English, Telugu",Single,0,Minimalist,Monthly,94,6,Net Banking,Both,Late Adopter,35,Vegetarian,Medium,73,6,21,20,80,86,95,Titan,Concise,Medium,68,7,27,15,51,76,75,40,76,47,50
P06988,51,Male,Pune,Maharashtra,MCA,Government Employee,1836000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,15,85,UPI,Car,Mainstream,4,Vegan,Low,91,83,3,76,58,40,90,Puma,Concise,Long,59,88,7,9,33,16,21,58,59,17,40
P06989,59,Male,Kochi,Kerala,M.Tech,Business Owner,737000,Hindi,Married,3,Minimalist,Monthly,40,60,Cash,Both,Late Adopter,7,Non-Vegetarian,Low,13,69,28,17,78,35,43,Sony,Professional,Medium,97,7,48,33,45,23,99,84,58,96,3
P06990,54,Male,Bengaluru,Karnataka,Diploma,Teacher,4917000,English,Married,3,Luxury,Occasionally,34,66,Cash,Car,Early Adopter,93,Non-Vegetarian,Medium,84,99,73,85,37,90,1,Titan,Direct,Medium,70,43,65,13,13,19,21,70,47,68,98
P06991,58,Male,Mumbai,Maharashtra,MBBS,Freelancer,4181000,"Hindi, English",Married,2,Balanced,Occasionally,86,14,Credit Card,Bike,Early Adopter,62,Eggetarian,Low,56,1,11,64,34,5,30,Levi's,Concise,Medium,98,71,5,99,79,4,4,22,30,44,25
P06992,21,Male,Kolkata,West Bengal,MCA,Lawyer,4234000,"Hindi, English, Tamil",Single,0,Balanced,Occasionally,63,37,UPI,Car,Mainstream,94,Vegan,Low,42,60,61,28,95,97,69,Boat,Concise,Long,71,62,80,22,99,31,49,30,62,93,34
P06993,40,Male,Bhopal,Madhya Pradesh,MCA,Software Engineer,3273000,"Hindi, English, Telugu",Married,3,Luxury,Weekly,79,21,Debit Card,None,Mainstream,1,Vegetarian,High,35,10,13,41,15,15,40,Samsung,Concise,Medium,100,48,78,69,79,9,59,36,3,77,5
P06994,45,Female,Kochi,Kerala,MBA,Lawyer,1487000,"Hindi, English",Single,0,Balanced,Occasionally,89,11,Cash,Both,Early Adopter,70,Vegetarian,High,17,82,57,98,87,28,62,Sony,Friendly,Medium,24,62,70,76,59,27,68,83,1,69,68
P06995,24,Male,Patna,Bihar,Diploma,Business Owner,4697000,"Hindi, English, Marathi",Single,0,Balanced,Occasionally,81,19,Credit Card,Bike,Early Adopter,23,Non-Vegetarian,Medium,59,35,10,65,43,65,23,Adidas,Direct,Short,94,39,16,79,87,42,41,42,13,70,50
P06996,27,Female,Jaipur,Rajasthan,Diploma,Software Engineer,1506000,"Hindi, English, Marathi",Single,0,Minimalist,Occasionally,20,80,Debit Card,Bike,Mainstream,27,Eggetarian,Low,97,37,12,64,84,43,40,Apple,Friendly,Short,35,77,67,77,43,90,10,78,73,26,75
P06997,34,Male,Chennai,Tamil Nadu,High School,Nurse,4109000,"Hindi, English",Married,3,Luxury,Weekly,63,37,Cash,Bike,Early Adopter,83,Non-Vegetarian,Medium,32,32,25,29,90,93,17,Adidas,Friendly,Medium,85,70,3,90,12,96,41,19,4,15,81
P06998,20,Male,Hyderabad,Telangana,MBBS,Student,4993000,"Hindi, English, Telugu",Single,0,Balanced,Occasionally,28,72,Debit Card,None,Mainstream,9,Vegan,High,93,28,43,16,48,30,45,Adidas,Professional,Long,33,64,2,32,36,71,50,47,39,60,28
P06999,49,Male,Mumbai,Maharashtra,PhD,Doctor,2942000,"Hindi, English, Tamil",Single,0,Luxury,Occasionally,65,35,Credit Card,Bike,Early Adopter,33,Eggetarian,Low,35,8,33,26,85,67,20,Boat,Professional,Short,31,44,97,67,65,1,49,40,98,90,65
P07000,37,Female,Indore,Madhya Pradesh,Diploma,Freelancer,1241000,Hindi,Married,0,Minimalist,Weekly,59,41,Net Banking,Both,Mainstream,42,Vegetarian,High,82,90,49,74,68,66,71,Sony,Friendly,Long,57,98,86,7,85,14,100,67,41,28,30
P07001,31,Male,Lucknow,Uttar Pradesh,Diploma,Sales Executive,4189000,"Hindi, English",Single,0,Minimalist,Monthly,61,39,Cash,None,Mainstream,67,Non-Vegetarian,High,4,21,59,68,61,64,97,Nike,Friendly,Short,52,86,35,38,98,17,89,77,91,46,30
P07002,61,Male,Jaipur,Rajasthan,High School,Software Engineer,2594000,"Hindi, English",Married,1,Minimalist,Monthly,29,71,Cash,None,Late Adopter,34,Non-Vegetarian,Medium,48,25,59,61,100,15,23,Nike,Direct,Long,3,76,27,65,57,64,5,3,53,94,26
P07003,37,Male,Chennai,Tamil Nadu,High School,Sales Executive,3165000,"Hindi, English, Telugu",Married,3,Minimalist,Monthly,51,49,Cash,Bike,Late Adopter,2,Vegan,High,51,81,26,65,83,74,31,Nike,Direct,Medium,74,35,89,82,58,74,43,64,38,39,15
P07004,34,Male,Jaipur,Rajasthan,B.Tech,Teacher,383000,"Hindi, English, Marathi",Married,0,Luxury,Occasionally,15,85,Credit Card,None,Late Adopter,60,Non-Vegetarian,Low,30,20,43,95,69,78,43,Nike,Concise,Medium,98,19,100,89,90,37,34,8,75,62,46
P07005,51,Female,Hyderabad,Telangana,MCA,Content Creator,2326000,"Hindi, English, Telugu",Married,0,Luxury,Monthly,26,74,UPI,Both,Mainstream,67,Eggetarian,Low,93,45,76,26,44,26,41,Nike,Concise,Short,36,48,48,47,13,90,89,37,97,72,98
P07006,18,Male,Mumbai,Maharashtra,MBA,Doctor,2901000,"Hindi, English",Single,0,Minimalist,Monthly,11,89,Cash,Both,Early Adopter,48,Vegetarian,High,93,23,80,53,84,22,36,Levi's,Direct,Medium,96,64,11,2,52,80,99,24,79,21,3
P07007,20,Female,Hyderabad,Telangana,B.Sc,Software Engineer,4672000,"Hindi, English, Telugu",Single,0,Minimalist,Weekly,57,43,Net Banking,None,Late Adopter,93,Eggetarian,High,82,94,49,17,79,10,20,Boat,Friendly,Medium,26,31,8,38,92,79,37,64,63,42,39
P07008,30,Female,Jaipur,Rajasthan,Diploma,Student,2794000,English,Married,0,Luxury,Occasionally,30,70,Credit Card,None,Mainstream,52,Vegetarian,High,67,6,32,73,10,17,53,Levi's,Direct,Medium,18,14,76,24,62,12,91,7,7,7,84
P07009,29,Male,Delhi,Delhi,M.Tech,Nurse,861000,Hindi,Married,0,Balanced,Monthly,81,19,Cash,None,Early Adopter,70,Non-Vegetarian,Medium,80,93,57,39,40,89,21,Puma,Concise,Short,9,24,42,13,87,84,15,97,81,25,40
P07010,62,Female,Bhopal,Madhya Pradesh,MCA,Software Engineer,195000,"Hindi, English, Telugu",Married,2,Balanced,Occasionally,44,56,UPI,Both,Late Adopter,68,Eggetarian,Medium,39,36,59,48,29,83,80,Puma,Professional,Long,52,95,64,84,74,100,30,58,67,18,47
P07011,65,Male,Kolkata,West Bengal,M.Tech,Accountant,1774000,Hindi,Married,1,Balanced,Monthly,30,70,Net Banking,Both,Mainstream,34,Non-Vegetarian,Medium,85,78,37,47,49,86,35,Nike,Direct,Long,73,24,84,100,62,60,81,82,51,57,81
P07012,36,Male,Delhi,Delhi,MCA,Student,347000,"Hindi, English, Tamil",Married,0,Minimalist,Weekly,15,85,Net Banking,Both,Late Adopter,89,Vegan,High,26,14,96,32,11,52,91,Nike,Direct,Medium,6,84,41,42,30,56,20,90,70,24,14
P07013,64,Male,Indore,Madhya Pradesh,PhD,Accountant,3079000,"Hindi, English, Tamil",Single,0,Balanced,Occasionally,94,6,Cash,Both,Mainstream,88,Vegan,Medium,12,58,76,32,22,82,51,Adidas,Direct,Long,96,4,40,20,92,13,55,99,74,55,44
P07014,47,Female,Indore,Madhya Pradesh,M.Tech,Farmer,4003000,Hindi,Married,3,Luxury,Weekly,28,72,Credit Card,Both,Mainstream,16,Non-Vegetarian,Low,62,14,99,2,46,1,89,Samsung,Friendly,Long,37,31,13,67,66,8,49,67,40,13,48
P07015,47,Male,Bhopal,Madhya Pradesh,B.Com,Freelancer,831000,"Hindi, English, Tamil",Married,1,Minimalist,Weekly,45,55,Credit Card,Bike,Early Adopter,74,Vegan,High,66,76,100,61,72,30,41,Apple,Concise,Long,41,73,9,54,25,45,85,91,92,25,31
